branchCode,branchName
0202024610,Information Technology
0202029310,Electrical Engineering
0202037210,Electronics and Telecommunication Engg
0202046610,Instrumentation Engineering
0202050710,Chemical Engineering
0202060610,Production Engineering
0202061210,Mechanical Engineering
0202089610,Textile Technology
0202150310,Food Technology
0202181610,Pharmaceutical and Fine Chemical Technology
0203290410,Chemical Engineering
0211119110,Civil Engineering
0211124210,Computer Science and Engineering
0211129310,Electrical Engineering
0211161210,Mechanical Engineering
0211192110,Artificial Intelligence and Machine Learning
0211199510,Artificial Intelligence and Data Science
0211219110,Civil Engineering
0211224210,Computer Science and Engineering
0211229310,Electrical Engineering
0211261210,Mechanical Engineering
0211284410,Electronics and Computer Engineering
0211291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0211291210,Computer Science and Engineering(Data Science)
0211292910,VLSI
0211293210,5G
0211301110,Agricultural Engineering
0211319110,Civil Engineering
0211324210,Computer Science and Engineering
0211325710,Computer Science and Design
0211326310,Artificial Intelligence (AI) and Data Science
0211329310,Electrical Engineering
0211337210,Electronics and Telecommunication Engg
0211350110,Plastic and Polymer Engineering
0211361210,Mechanical Engineering
0211362410,Mechatronics Engineering
0211384410,Electronics and Computer Engineering
0211419110,Civil Engineering
0211424210,Computer Science and Engineering
0211437210,Electronics and Telecommunication Engg
0211461210,Mechanical Engineering
0211491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0211619110,Civil Engineering
0211624210,Computer Science and Engineering
0211626310,Artificial Intelligence (AI) and Data Science
0211629310,Electrical Engineering
0211637210,Electronics and Telecommunication Engg
0211661510,Mechanical & Automation Engineering
0211691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0212719110,Civil Engineering
0212724210,Computer Science and Engineering
0212724610,Information Technology
0212737210,Electronics and Telecommunication Engg
0212761210,Mechanical Engineering
0212791610,Automation and Robotics
0212792110,Artificial Intelligence and Machine Learning
0212919110,Civil Engineering
0212924210,Computer Science and Engineering
0212924610,Information Technology
0212929310,Electrical Engineering
0212937210,Electronics and Telecommunication Engg
0212946310,Architectural Assistantship
0212961210,Mechanical Engineering
0212991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0213019110,Civil Engineering
0213024210,Computer Science and Engineering
0213037210,Electronics and Telecommunication Engg
0213061210,Mechanical Engineering
0213099510,Artificial Intelligence and Data Science
0213119110,Civil Engineering
0213124210,Computer Science and Engineering
0213137210,Electronics and Telecommunication Engg
0213161210,Mechanical Engineering
0213319110,Civil Engineering
0213324210,Computer Science and Engineering
0213329310,Electrical Engineering
0213361210,Mechanical Engineering
0213384410,Electronics and Computer Engineering
0213419110,Civil Engineering
0213424210,Computer Science and Engineering
0213429310,Electrical Engineering
0213437810,Electronics Engineering ( VLSI Design and Technology)
0213461510,Mechanical & Automation Engineering
0213484410,Electronics and Computer Engineering
0213491210,Computer Science and Engineering(Data Science)
0213519110,Civil Engineering
0213524210,Computer Science and Engineering
0213561210,Mechanical Engineering
0213591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0213619110,Civil Engineering
0213624210,Computer Science and Engineering
0213624610,Information Technology
0213629310,Electrical Engineering
0213637210,Electronics and Telecommunication Engg
0213661210,Mechanical Engineering
0213691210,Computer Science and Engineering(Data Science)
0213692110,Artificial Intelligence and Machine Learning
0213719110,Civil Engineering
0213724210,Computer Science and Engineering
0213729710,Electrical and Electronics Engineering
0213761210,Mechanical Engineering
0213819110,Civil Engineering
0213824210,Computer Science and Engineering
0213829310,Electrical Engineering
0213861210,Mechanical Engineering
0214619110,Civil Engineering
0214624210,Computer Science and Engineering
0214629710,Electrical and Electronics Engineering
0214637210,Electronics and Telecommunication Engg
0225019110,Civil Engineering
0225024210,Computer Science and Engineering
0225029310,Electrical Engineering
0225037210,Electronics and Telecommunication Engg
0225061210,Mechanical Engineering
0225219110,Civil Engineering
0225224210,Computer Science and Engineering
0225229710,Electrical and Electronics Engineering
0225261210,Mechanical Engineering
0225419110,Civil Engineering
0225424510,Computer Engineering
0225424610,Information Technology
0225429310,Electrical Engineering
0225437210,Electronics and Telecommunication Engg
0225461210,Mechanical Engineering
0228219110,Civil Engineering
0228224510,Computer Engineering
0228224610,Information Technology
0228229310,Electrical Engineering
0228290010,Electronics and Computer Science
0250819110,Civil Engineering
0250824510,Computer Engineering
0250829310,Electrical Engineering
0250837210,Electronics and Telecommunication Engg
0250850310,Food Technology
0250861210,Mechanical Engineering
0250891410,Safety and Fire Engineering
0251619110,Civil Engineering
0251624210,Computer Science and Engineering
0251629710,Electrical and Electronics Engineering
0251661210,Mechanical Engineering
0251692110,Artificial Intelligence and Machine Learning
0252219110,Civil Engineering
0252224510,Computer Engineering
0252237210,Electronics and Telecommunication Engg
0252261210,Mechanical Engineering
0252299510,Artificial Intelligence and Data Science
0253319110,Civil Engineering
0253324210,Computer Science and Engineering
0253329310,Electrical Engineering
0253337810,Electronics Engineering ( VLSI Design and Technology)
0253361210,Mechanical Engineering
0253384410,Electronics and Computer Engineering
0253392810,Electronics and Communication(Advanced Communication Technology)
0253399510,Artificial Intelligence and Data Science
0263719110,Civil Engineering
0263724510,Computer Engineering
0263724610,Information Technology
0263737210,Electronics and Telecommunication Engg
0263799710,Artificial Intelligence
0264119110,Civil Engineering
0264124210,Computer Science and Engineering
0264129310,Electrical Engineering
0264161210,Mechanical Engineering
0264199710,Artificial Intelligence
0266624210,Computer Science and Engineering
0266624610,Information Technology
0266656610,Computer Science
0266692110,Artificial Intelligence and Machine Learning
0301219110,Civil Engineering
0301224510,Computer Engineering
0301224610,Information Technology
0301229310,Electrical Engineering
0301237210,Electronics and Telecommunication Engg
0301237610,Electronics Engineering
0301261210,Mechanical Engineering
0301262610,Production Engineering[Sandwich]
0301289610,Textile Technology
0301419110,Civil Engineering
0301429310,Electrical Engineering
0301461210,Mechanical Engineering
0303319110,Civil Engineering
0303324510,Computer Engineering
0303324610,Information Technology
0303329310,Electrical Engineering
0303337210,Electronics and Telecommunication Engg
0303337810,Electronics Engineering ( VLSI Design and Technology)
0303350710,Chemical Engineering
0303352710,Petro Chemical Engineering
0303361210,Mechanical Engineering
0303390510,Computer Science and Engineering
0303650710,Chemical Engineering
0303651110,Dyestuff Technology
0303651210,"Oil,Oleochemicals and Surfactants Technology"
0303651310,Pharmaceuticals Chemistry and Technology
0303651410,Fibres and Textile Processing Technology
0303651910,Polymer Engineering and Technology
0303653410,Food Engineering and Technology
0303672910,Surface Coating Technology
0304229310,Electrical Engineering
0304250410,Food Technology And Management
0304262410,Mechatronics Engineering
0304291810,Civil and infrastructure Engineering
0304299510,Artificial Intelligence and Data Science
0313524510,Computer Engineering
0313524610,Information Technology
0313537210,Electronics and Telecommunication Engg
0313561210,Mechanical Engineering
0313599510,Artificial Intelligence and Data Science
0313924510,Computer Engineering
0313924610,Information Technology
0313937210,Electronics and Telecommunication Engg
0313946110,Bio Medical Engineering
0313990010,Electronics and Computer Science
0314324510,Computer Engineering
0314324610,Information Technology
0314361210,Mechanical Engineering
0314384410,Electronics and Computer Engineering
0314391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0314624510,Computer Engineering
0314624610,Information Technology
0314629310,Electrical Engineering
0314637210,Electronics and Telecommunication Engg
0314661210,Mechanical Engineering
0314692010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0314699510,Artificial Intelligence and Data Science
0314719110,Civil Engineering
0314724510,Computer Engineering
0314724610,Information Technology
0314729310,Electrical Engineering
0314761210,Mechanical Engineering
0314791710,Data Science
0314792110,Artificial Intelligence and Machine Learning
0314824510,Computer Engineering
0314824610,Information Technology
0314825210,Cyber Security
0314837210,Electronics and Telecommunication Engg
0314837810,Electronics Engineering ( VLSI Design and Technology)
0314890010,Electronics and Computer Science
0314893310,Electronics and Communication (Advanced Communication Technology)
0314899510,Artificial Intelligence and Data Science
0315419110,Civil Engineering
0315424510,Computer Engineering
0315424610,Information Technology
0315460210,Automobile Engineering
0315461210,Mechanical Engineering
0315491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0315491210,Computer Science and Engineering(Data Science)
0317519110,Civil Engineering
0317524510,Computer Engineering
0317524610,Information Technology
0317529310,Electrical Engineering
0317537210,Electronics and Telecommunication Engg
0317546110,Bio Medical Engineering
0317550710,Chemical Engineering
0317561210,Mechanical Engineering
0317591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0317591210,Computer Science and Engineering(Data Science)
0317591610,Automation and Robotics
0317619110,Civil Engineering
0317624510,Computer Engineering
0317624610,Information Technology
0317625310,Internet of Things (IoT)
0317625910,Mechanical and Mechatronics Engineering (Additive Manufacturing)
0317637210,Electronics and Telecommunication Engg
0317661210,Mechanical Engineering
0317690010,Electronics and Computer Science
0317691010,Computer Science and Engineering(Cyber Security)
0317692110,Artificial Intelligence and Machine Learning
0317699510,Artificial Intelligence and Data Science
0318224510,Computer Engineering
0318224610,Information Technology
0318237210,Electronics and Telecommunication Engg
0318250710,Chemical Engineering
0318299510,Artificial Intelligence and Data Science
0318319110,Civil Engineering
0318324510,Computer Engineering
0318324610,Information Technology
0318337210,Electronics and Telecommunication Engg
0318361210,Mechanical Engineering
0318361610,Mechanical Engineering Automobile
0318391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0318392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0318424210,Computer Science and Engineering
0318424510,Computer Engineering
0318461210,Mechanical Engineering
0318490010,Electronics and Computer Science
0318524510,Computer Engineering
0318524610,Information Technology
0318537210,Electronics and Telecommunication Engg
0318590010,Electronics and Computer Science
0318591610,Automation and Robotics
0318599510,Artificial Intelligence and Data Science
0318719110,Civil Engineering
0318724510,Computer Engineering
0318724610,Information Technology
0318737210,Electronics and Telecommunication Engg
0318750710,Chemical Engineering
0318761210,Mechanical Engineering
0318791810,Civil and infrastructure Engineering
0318799510,Artificial Intelligence and Data Science
0318824510,Computer Engineering
0318824610,Information Technology
0318862410,Mechatronics Engineering
0318890010,Electronics and Computer Science
0318891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0318924510,Computer Engineering
0318924610,Information Technology
0318937210,Electronics and Telecommunication Engg
0318946610,Instrumentation Engineering
0318950710,Chemical Engineering
0318961210,Mechanical Engineering
0319019110,Civil Engineering
0319024510,Computer Engineering
0319024610,Information Technology
0319026310,Artificial Intelligence (AI) and Data Science
0319037210,Electronics and Telecommunication Engg
0319037610,Electronics Engineering
0319061210,Mechanical Engineering
0319062410,Mechatronics Engineering
0319224510,Computer Engineering
0319229310,Electrical Engineering
0319261210,Mechanical Engineering
0319291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0319292010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0319299510,Artificial Intelligence and Data Science
0319324510,Computer Engineering
0319324610,Information Technology
0319337210,Electronics and Telecommunication Engg
0319350710,Chemical Engineering
0319361210,Mechanical Engineering
0319392110,Artificial Intelligence and Machine Learning
0319419110,Civil Engineering
0319424510,Computer Engineering
0319424610,Information Technology
0319437210,Electronics and Telecommunication Engg
0319437810,Electronics Engineering ( VLSI Design and Technology)
0319461210,Mechanical Engineering
0319491210,Computer Science and Engineering(Data Science)
0319499510,Artificial Intelligence and Data Science
0319624510,Computer Engineering
0319629310,Electrical Engineering
0319637210,Electronics and Telecommunication Engg
0319661210,Mechanical Engineering
0319691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0319691210,Computer Science and Engineering(Data Science)
0319692010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0319724510,Computer Engineering
0319724610,Information Technology
0319729310,Electrical Engineering
0319737210,Electronics and Telecommunication Engg
0319761210,Mechanical Engineering
0319824210,Computer Science and Engineering
0319824510,Computer Engineering
0319824610,Information Technology
0319861210,Mechanical Engineering
0319899510,Artificial Intelligence and Data Science
0319924510,Computer Engineering
0319924610,Information Technology
0319926310,Artificial Intelligence (AI) and Data Science
0319937210,Electronics and Telecommunication Engg
0319961210,Mechanical Engineering
0319991210,Computer Science and Engineering(Data Science)
0319992010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0319992110,Artificial Intelligence and Machine Learning
0320024610,Information Technology
0320029310,Electrical Engineering
0320037210,Electronics and Telecommunication Engg
0320050710,Chemical Engineering
0320061210,Mechanical Engineering
0320091010,Computer Science and Engineering(Cyber Security)
0320091110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0320119110,Civil Engineering
0320124510,Computer Engineering
0320161210,Mechanical Engineering
0320190010,Electronics and Computer Science
0320199510,Artificial Intelligence and Data Science
0320224510,Computer Engineering
0320260210,Automobile Engineering
0320261210,Mechanical Engineering
0320290010,Electronics and Computer Science
0320324510,Computer Engineering
0320324610,Information Technology
0320329310,Electrical Engineering
0320337210,Electronics and Telecommunication Engg
0320390010,Electronics and Computer Science
0320424510,Computer Engineering
0320424610,Information Technology
0320429310,Electrical Engineering
0320437210,Electronics and Telecommunication Engg
0320461210,Mechanical Engineering
0320490010,Electronics and Computer Science
0320492110,Artificial Intelligence and Machine Learning
0320624510,Computer Engineering
0320629310,Electrical Engineering
0320656610,Computer Science
0320661210,Mechanical Engineering
0320662410,Mechatronics Engineering
0320690010,Electronics and Computer Science
0320691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0320724510,Computer Engineering
0320724610,Information Technology
0320737210,Electronics and Telecommunication Engg
0320760210,Automobile Engineering
0320761210,Mechanical Engineering
0320790010,Electronics and Computer Science
0320824510,Computer Engineering
0320824610,Information Technology
0320837210,Electronics and Telecommunication Engg
0320861210,Mechanical Engineering
0320924510,Computer Engineering
0320924610,Information Technology
0320937210,Electronics and Telecommunication Engg
0320999510,Artificial Intelligence and Data Science
0321024510,Computer Engineering
0321024610,Information Technology
0321037210,Electronics and Telecommunication Engg
0321124510,Computer Engineering
0321124610,Information Technology
0321137210,Electronics and Telecommunication Engg
0321190010,Electronics and Computer Science
0321192010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0321192110,Artificial Intelligence and Machine Learning
0321199510,Artificial Intelligence and Data Science
0321219110,Civil Engineering
0321224510,Computer Engineering
0321424510,Computer Engineering
0321424610,Information Technology
0321437210,Electronics and Telecommunication Engg
0321492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0321524210,Computer Science and Engineering
0321524510,Computer Engineering
0321537210,Electronics and Telecommunication Engg
0321619110,Civil Engineering
0321624510,Computer Engineering
0321637210,Electronics and Telecommunication Engg
0321650710,Chemical Engineering
0321661210,Mechanical Engineering
0321691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0321719110,Civil Engineering
0321724510,Computer Engineering
0321737210,Electronics and Telecommunication Engg
0321761210,Mechanical Engineering
0321791610,Automation and Robotics
0321819110,Civil Engineering
0321824510,Computer Engineering
0321824610,Information Technology
0321861210,Mechanical Engineering
0321890010,Electronics and Computer Science
0321891210,Computer Science and Engineering(Data Science)
0321892110,Artificial Intelligence and Machine Learning
0321919110,Civil Engineering
0321924510,Computer Engineering
0321924610,Information Technology
0321929310,Electrical Engineering
0321937210,Electronics and Telecommunication Engg
0321961210,Mechanical Engineering
0321991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0322019110,Civil Engineering
0322024510,Computer Engineering
0322024610,Information Technology
0322025210,Cyber Security
0322037210,Electronics and Telecommunication Engg
0322061210,Mechanical Engineering
0322092110,Artificial Intelligence and Machine Learning
0322119110,Civil Engineering
0322124510,Computer Engineering
0322137210,Electronics and Telecommunication Engg
0322161210,Mechanical Engineering
0322191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0322192610,Electrical and Computer Engineering
0322219110,Civil Engineering
0322224510,Computer Engineering
0322224610,Information Technology
0322229310,Electrical Engineering
0322260210,Automobile Engineering
0322261210,Mechanical Engineering
0322291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0322319110,Civil Engineering
0322324510,Computer Engineering
0322324610,Information Technology
0322361210,Mechanical Engineering
0322390010,Electronics and Computer Science
0322392610,Electrical and Computer Engineering
0322419110,Civil Engineering
0322424510,Computer Engineering
0322461210,Mechanical Engineering
0322491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0322492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0325724510,Computer Engineering
0325724610,Information Technology
0325729310,Electrical Engineering
0325737210,Electronics and Telecommunication Engg
0325791610,Automation and Robotics
0327724510,Computer Engineering
0327724610,Information Technology
0327735610,Electrical Engg[Electronics and Power]
0327761510,Mechanical & Automation Engineering
0327793410,Civil Engineering and Planning
0327793510,Electronics and Biomedical Engineering
0335119110,Civil Engineering
0335124510,Computer Engineering
0335156810,Computer Science and Information Technology
0335161210,Mechanical Engineering
0335191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0335191210,Computer Science and Engineering(Data Science)
0335319110,Civil Engineering
0335324510,Computer Engineering
0335324610,Information Technology
0335329310,Electrical Engineering
0335361210,Mechanical Engineering
0335392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0335392110,Artificial Intelligence and Machine Learning
0342319110,Civil Engineering
0342324510,Computer Engineering
0342324610,Information Technology
0342337210,Electronics and Telecommunication Engg
0342361210,Mechanical Engineering
0342390010,Electronics and Computer Science
0343619110,Civil Engineering
0343624510,Computer Engineering
0343624610,Information Technology
0343629310,Electrical Engineering
0343661210,Mechanical Engineering
0343690010,Electronics and Computer Science
0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0343919110,Civil Engineering
0343924510,Computer Engineering
0343961210,Mechanical Engineering
0343990010,Electronics and Computer Science
0343991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0343991210,Computer Science and Engineering(Data Science)
0343992610,Electrical and Computer Engineering
0344019110,Civil Engineering
0344024510,Computer Engineering
0344037210,Electronics and Telecommunication Engg
0344519110,Civil Engineering
0344524510,Computer Engineering
0344537210,Electronics and Telecommunication Engg
0344561210,Mechanical Engineering
0344592010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0344592110,Artificial Intelligence and Machine Learning
0344719110,Civil Engineering
0344724510,Computer Engineering
0344761210,Mechanical Engineering
0346019110,Civil Engineering
0346024510,Computer Engineering
0346024610,Information Technology
0346092110,Artificial Intelligence and Machine Learning
0346092410,Data Engineering
0346219110,Civil Engineering
0346224510,Computer Engineering
0346229310,Electrical Engineering
0346246610,Instrumentation Engineering
0346261210,Mechanical Engineering
0346284410,Electronics and Computer Engineering
0346524210,Computer Science and Engineering
0346529310,Electrical Engineering
0346537210,Electronics and Telecommunication Engg
0346561210,Mechanical Engineering
0346719110,Civil Engineering
0346724510,Computer Engineering
0346729310,Electrical Engineering
0346737210,Electronics and Telecommunication Engg
0346761210,Mechanical Engineering
0346791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0347024210,Computer Science and Engineering
0347024510,Computer Engineering
0347029310,Electrical Engineering
0347061210,Mechanical Engineering
0347119110,Civil Engineering
0347124510,Computer Engineering
0347125710,Computer Science and Design
0347161210,Mechanical Engineering
0347162410,Mechatronics Engineering
0347199510,Artificial Intelligence and Data Science
0347519110,Civil Engineering
0347524510,Computer Engineering
0347524610,Information Technology
0347561210,Mechanical Engineering
0347591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0347591210,Computer Science and Engineering(Data Science)
0347719110,Civil Engineering
0347724510,Computer Engineering
0347761210,Mechanical Engineering
0350319110,Civil Engineering
0350324510,Computer Engineering
0350324610,Information Technology
0350326310,Artificial Intelligence (AI) and Data Science
0350329310,Electrical Engineering
0350361210,Mechanical Engineering
0354619110,Civil Engineering
0354624510,Computer Engineering
0354629310,Electrical Engineering
0354661210,Mechanical Engineering
0354691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0400419110,Civil Engineering
0400424210,Computer Science and Engineering
0400429310,Electrical Engineering
0400437210,Electronics and Telecommunication Engg
0400446610,Instrumentation Engineering
0400461210,Mechanical Engineering
0402519110,Civil Engineering
0402524210,Computer Science and Engineering
0402529310,Electrical Engineering
0402537210,Electronics and Telecommunication Engg
0402561210,Mechanical Engineering
0410419110,Civil Engineering
0410424610,Information Technology
0410425110,Computer Technology
0410429310,Electrical Engineering
0410437010,Electronics and Communication Engineering
0410461210,Mechanical Engineering
0411619110,Civil Engineering
0411624210,Computer Science and Engineering
0411624610,Information Technology
0411626010,Computer Science and Engineering (Cyber Security)
0411626710,Computer Science and Engineering (IoT)
0411629310,Electrical Engineering
0411637210,Electronics and Telecommunication Engg
0411637610,Electronics Engineering
0411661210,Mechanical Engineering
0411691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0411691310,Computer Science and Engineering (Artificial Intelligence)
0411691710,Data Science
0411699710,Artificial Intelligence
0411819110,Civil Engineering
0411824510,Computer Engineering
0411829310,Electrical Engineering
0411837210,Electronics and Telecommunication Engg
0411861210,Mechanical Engineering
0412300210,Aeronautical Engineering
0412308210,Bio Technology
0412319110,Civil Engineering
0412324210,Computer Science and Engineering
0412324610,Information Technology
0412325110,Computer Technology
0412326510,Industrial IoT
0412326610,Robotics and Artificial Intelligence
0412329310,Electrical Engineering
0412337010,Electronics and Communication Engineering
0412337210,Electronics and Telecommunication Engg
0412350710,Chemical Engineering
0412361210,Mechanical Engineering
0412399510,Artificial Intelligence and Data Science
0413319110,Civil Engineering
0413324210,Computer Science and Engineering
0413324510,Computer Engineering
0413329310,Electrical Engineering
0413337210,Electronics and Telecommunication Engg
0413361210,Mechanical Engineering
0413424210,Computer Science and Engineering
0413424610,Information Technology
0413429310,Electrical Engineering
0413437210,Electronics and Telecommunication Engg
0413491210,Computer Science and Engineering(Data Science)
0413499710,Artificial Intelligence
0413519110,Civil Engineering
0413524210,Computer Science and Engineering
0413524610,Information Technology
0413529310,Electrical Engineering
0413537210,Electronics and Telecommunication Engg
0413561210,Mechanical Engineering
0413619110,Civil Engineering
0413624210,Computer Science and Engineering
0413629310,Electrical Engineering
0413637210,Electronics and Telecommunication Engg
0413699710,Artificial Intelligence
0413724210,Computer Science and Engineering
0413729310,Electrical Engineering
0413737210,Electronics and Telecommunication Engg
0413761210,Mechanical Engineering
0413791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0413791210,Computer Science and Engineering(Data Science)
0413819110,Civil Engineering
0413824210,Computer Science and Engineering
0413824610,Information Technology
0413829310,Electrical Engineering
0413837210,Electronics and Telecommunication Engg
0413861210,Mechanical Engineering
0413891210,Computer Science and Engineering(Data Science)
0413899710,Artificial Intelligence
0413924210,Computer Science and Engineering
0413929310,Electrical Engineering
0413961210,Mechanical Engineering
0413984410,Electronics and Computer Engineering
0413991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0413992810,Electronics and Communication(Advanced Communication Technology)
0414119110,Civil Engineering
0414124510,Computer Engineering
0414161210,Mechanical Engineering
0414199510,Artificial Intelligence and Data Science
0414219110,Civil Engineering
0414224210,Computer Science and Engineering
0414224610,Information Technology
0414229310,Electrical Engineering
0414237210,Electronics and Telecommunication Engg
0414261210,Mechanical Engineering
0414291010,Computer Science and Engineering(Cyber Security)
0414291710,Data Science
0414299710,Artificial Intelligence
0414319110,Civil Engineering
0414324510,Computer Engineering
0414329310,Electrical Engineering
0414337210,Electronics and Telecommunication Engg
0414361210,Mechanical Engineering
0414419110,Civil Engineering
0414424210,Computer Science and Engineering
0414424610,Information Technology
0414429310,Electrical Engineering
0414461210,Mechanical Engineering
0414519110,Civil Engineering
0414524210,Computer Science and Engineering
0414529310,Electrical Engineering
0414537210,Electronics and Telecommunication Engg
0414561210,Mechanical Engineering
0414599510,Artificial Intelligence and Data Science
0414719110,Civil Engineering
0414724210,Computer Science and Engineering
0414724610,Information Technology
0414729310,Electrical Engineering
0414737210,Electronics and Telecommunication Engg
0414761210,Mechanical Engineering
0414799510,Artificial Intelligence and Data Science
0415100210,Aeronautical Engineering
0415108210,Bio Technology
0415119110,Civil Engineering
0415124210,Computer Science and Engineering
0415124610,Information Technology
0415129310,Electrical Engineering
0415137010,Electronics and Communication Engineering
0415161210,Mechanical Engineering
0415191210,Computer Science and Engineering(Data Science)
0415192110,Artificial Intelligence and Machine Learning
0416319110,Civil Engineering
0416324210,Computer Science and Engineering
0416329310,Electrical Engineering
0416337010,Electronics and Communication Engineering
0416361210,Mechanical Engineering
0416370110,Mining Engineering
0416391210,Computer Science and Engineering(Data Science)
0416719110,Civil Engineering
0416724210,Computer Science and Engineering
0416724610,Information Technology
0416725110,Computer Technology
0416725710,Computer Science and Design
0416726710,Computer Science and Engineering (IoT)
0416735610,Electrical Engg[Electronics and Power]
0416737210,Electronics and Telecommunication Engg
0416737610,Electronics Engineering
0416737810,Electronics Engineering ( VLSI Design and Technology)
0416761210,Mechanical Engineering
0416791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0416799510,Artificial Intelligence and Data Science
0417219110,Civil Engineering
0417224210,Computer Science and Engineering
0417226310,Artificial Intelligence (AI) and Data Science
0417229310,Electrical Engineering
0417237210,Electronics and Telecommunication Engg
0417261210,Mechanical Engineering
0417419110,Civil Engineering
0417424510,Computer Engineering
0417424610,Information Technology
0417426010,Computer Science and Engineering (Cyber Security)
0417426210,Computer Science and Business Systems
0417426510,Industrial IoT
0417429310,Electrical Engineering
0417437210,Electronics and Telecommunication Engg
0417461210,Mechanical Engineering
0417491210,Computer Science and Engineering(Data Science)
0417499710,Artificial Intelligence
0417519110,Civil Engineering
0417524210,Computer Science and Engineering
0417537210,Electronics and Telecommunication Engg
0417561210,Mechanical Engineering
0417719110,Civil Engineering
0417724210,Computer Science and Engineering
0417724610,Information Technology
0417737010,Electronics and Communication Engineering
0417761210,Mechanical Engineering
0418119110,Civil Engineering
0418124510,Computer Engineering
0418137210,Electronics and Telecommunication Engg
0418161210,Mechanical Engineering
0418819110,Civil Engineering
0418824210,Computer Science and Engineering
0418829310,Electrical Engineering
0418837210,Electronics and Telecommunication Engg
0418850310,Food Technology
0418861210,Mechanical Engineering
0418870110,Mining Engineering
0419019110,Civil Engineering
0419024210,Computer Science and Engineering
0419029310,Electrical Engineering
0419037010,Electronics and Communication Engineering
0419061210,Mechanical Engineering
0419219110,Civil Engineering
0419224210,Computer Science and Engineering
0419235610,Electrical Engg[Electronics and Power]
0419261210,Mechanical Engineering
0419291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0419324210,Computer Science and Engineering
0419329310,Electrical Engineering
0419337010,Electronics and Communication Engineering
0419361210,Mechanical Engineering
0419391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0419391210,Computer Science and Engineering(Data Science)
0419619110,Civil Engineering
0419624210,Computer Science and Engineering
0419637210,Electronics and Telecommunication Engg
0419661210,Mechanical Engineering
0419691010,Computer Science and Engineering(Cyber Security)
0419691210,Computer Science and Engineering(Data Science)
0419692110,Artificial Intelligence and Machine Learning
0419719110,Civil Engineering
0419724210,Computer Science and Engineering
0419729310,Electrical Engineering
0419737010,Electronics and Communication Engineering
0419761210,Mechanical Engineering
0428519110,Civil Engineering
0428524610,Information Technology
0428529310,Electrical Engineering
0428561210,Mechanical Engineering
0430219110,Civil Engineering
0430224510,Computer Engineering
0430261210,Mechanical Engineering
0461319110,Civil Engineering
0461324510,Computer Engineering
0461326510,Industrial IoT
0461329310,Electrical Engineering
0461337210,Electronics and Telecommunication Engg
0461361210,Mechanical Engineering
0461391210,Computer Science and Engineering(Data Science)
0464819110,Civil Engineering
0464824210,Computer Science and Engineering
0464824610,Information Technology
0464829310,Electrical Engineering
0464861210,Mechanical Engineering
0464919110,Civil Engineering
0464924510,Computer Engineering
0464929310,Electrical Engineering
0464961210,Mechanical Engineering
0467919110,Civil Engineering
0467924210,Computer Science and Engineering
0467929310,Electrical Engineering
0467993610,Fire Engineering
0467999710,Artificial Intelligence
